1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadCpuTime	vizqlserver	55710	-1
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadUserTime	vizqlserver	55710	-1
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadAllocatedBytes	vizqlserver	55710	-1
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadCpuTime	vizqlserver	55709	15625000
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadUserTime	vizqlserver	55709	15625000
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadAllocatedBytes	vizqlserver	55709	397592
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadCpuTime	vizqlserver	55708	0
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadUserTime	vizqlserver	55708	0
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadAllocatedBytes	vizqlserver	55708	104064
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadCpuTime	vizqlserver	44024	13687500000
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadUserTime	vizqlserver	44024	8218750000
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadAllocatedBytes	vizqlserver	44024	1054996088
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadCpuTime	vizqlserver	44023	14359375000
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadUserTime	vizqlserver	44023	7953125000
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadAllocatedBytes	vizqlserver	44023	1255805768
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadCpuTime	vizqlserver	355	4078125000
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadUserTime	vizqlserver	355	3890625000
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadAllocatedBytes	vizqlserver	355	53059472
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadCpuTime	vizqlserver	354	5046875000
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadUserTime	vizqlserver	354	4765625000
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadAllocatedBytes	vizqlserver	354	69586912
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadCpuTime	vizqlserver	353	8000000000
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadUserTime	vizqlserver	353	7468750000
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadAllocatedBytes	vizqlserver	353	68083216
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadCpuTime	vizqlserver	352	4890625000
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadUserTime	vizqlserver	352	4656250000
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadAllocatedBytes	vizqlserver	352	58303296
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadCpuTime	vizqlserver	351	4312500000
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadUserTime	vizqlserver	351	4031250000
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadAllocatedBytes	vizqlserver	351	59512504
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadCpuTime	vizqlserver	350	4062500000
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadUserTime	vizqlserver	350	3812500000
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadAllocatedBytes	vizqlserver	350	60165832
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadCpuTime	vizqlserver	349	2828125000
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadUserTime	vizqlserver	349	2656250000
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadAllocatedBytes	vizqlserver	349	48876096
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadCpuTime	vizqlserver	348	4546875000
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadUserTime	vizqlserver	348	4171875000
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadAllocatedBytes	vizqlserver	348	57070192
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadCpuTime	vizqlserver	347	5140625000
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadUserTime	vizqlserver	347	4890625000
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadAllocatedBytes	vizqlserver	347	50184448
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadCpuTime	vizqlserver	346	5109375000
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadUserTime	vizqlserver	346	4781250000
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadAllocatedBytes	vizqlserver	346	58465344
1444231896	WIN-1SOR7LVE87T	java.lang:type=Threading	getThreadCpuTime	vizqlserver	345	4328125000
